"Year","Month","Day","Temp_max","Temp_min","Precipitation","Humidity","Date"
2021,8,11,28.2,18.7,3,94,2021-08-11
2021,8,12,25.7,19.4,25.3,96,2021-08-12
2021,8,13,26.9,17.1,27.7,93,2021-08-13
2021,8,14,26.6,18.5,25.2,95,2021-08-14
2021,8,15,27.4,18.1,16.8,96,2021-08-15
2021,8,16,26.6,16.9,2.7,94,2021-08-16
2021,8,17,27.8,18.2,2.5,94,2021-08-17
2021,8,18,28,18.3,1.6,93,2021-08-18
2021,8,19,27.2,18.9,1.4,94,2021-08-19
2021,8,20,27,18.2,42.8,96,2021-08-20
2021,8,21,27,17.4,9.4,94,2021-08-21
2021,8,22,27.3,18.3,0.6,94,2021-08-22
2021,8,23,27.2,19.1,38.4,98,2021-08-23
2021,8,24,26.7,18.5,20.5,94,2021-08-24
2021,8,25,26.8,18.3,19.2,98,2021-08-25
2021,8,26,24.4,18.3,9.9,97,2021-08-26
2021,8,27,24.9,18.6,2,94,2021-08-27
2021,8,28,26,18.9,0.1,93,2021-08-28
2021,8,29,27.3,19.9,31.8,97,2021-08-29
2021,8,30,26,18.7,50.5,96,2021-08-30
2021,8,31,25.9,17.6,17.6,94,2021-08-31
2021,9,1,24.7,17.8,0.1,87,2021-09-01
2021,9,2,28.6,19.1,9.4,94,2021-09-02
2021,9,3,28.6,19.8,18.7,95,2021-09-03
2021,9,4,27.9,20.3,6.4,97,2021-09-04
2021,9,5,27.6,18,16.3,95,2021-09-05
2021,9,6,28.5,18.2,9.5,95,2021-09-06
2021,9,7,26.4,17.7,13.5,95,2021-09-07
2021,9,8,28.1,18.3,24.7,94,2021-09-08
2021,9,9,28.9,18.9,1.2,94,2021-09-09
2021,9,10,28.9,18.7,27.4,96,2021-09-10
2021,9,11,27.8,18.2,0.5,92,2021-09-11
2021,9,12,28.3,17.5,8.1,92,2021-09-12
2021,9,13,28.4,17.9,27.8,93,2021-09-13
2021,9,14,28.7,18.2,13.9,96,2021-09-14
2021,9,15,28.1,18.3,12.6,94,2021-09-15
2021,9,16,29.6,16.9,0.1,90,2021-09-16
2021,9,17,28.8,18.6,0.8,92,2021-09-17
2021,9,18,27.2,19.3,18.6,95,2021-09-18
2021,9,19,27.4,18.8,2.5,93,2021-09-19
2021,9,20,27.6,18.3,12.3,95,2021-09-20
2021,9,21,27.1,17.8,42.2,96,2021-09-21
2021,9,22,26.6,18.6,17,97,2021-09-22
2021,9,23,26.4,18.8,37.8,96,2021-09-23
2021,9,24,28.7,18.2,5.8,93,2021-09-24
2021,9,25,28.3,18.1,0.4,93,2021-09-25
2021,9,26,28,19.3,0,95,2021-09-26
2021,9,27,25.5,18.8,4.9,95,2021-09-27
2021,9,28,27.6,18.3,17.9,94,2021-09-28
2021,9,29,27.2,18.3,15.5,95,2021-09-29
2021,9,30,26,16.7,12.2,91,2021-09-30
2021,9,31,NA,NA,NA,NA,NA
2021,10,1,28.1,18,17.3,95,2021-10-01
2021,10,2,27.2,18.2,11.6,95,2021-10-02
2021,10,3,26.6,18.9,0.1,95,2021-10-03
2021,10,4,26.8,18.8,20.5,94,2021-10-04
2021,10,5,27.8,18.7,7.1,95,2021-10-05
2021,10,6,26.8,19,4.6,94,2021-10-06
2021,10,7,29.5,19.9,36.6,98,2021-10-07
2021,10,8,26.1,17.9,51.9,92,2021-10-08
2021,10,9,29.4,17.2,11.8,93,2021-10-09
2021,10,10,27,18.1,0.1,93,2021-10-10
2021,10,11,28,18.8,15,95,2021-10-11
2021,10,12,28,19.5,9.7,95,2021-10-12
2021,10,13,28.3,18.3,0.3,92,2021-10-13
2021,10,14,28.3,18.4,0.7,94,2021-10-14
2021,10,15,27.1,19,0.7,94,2021-10-15
2021,10,16,26.7,19.5,2.4,94,2021-10-16
2021,10,17,26.7,18.7,3,94,2021-10-17
2021,10,18,28.5,17.8,17.1,93,2021-10-18
2021,10,19,28.8,17.2,20.2,95,2021-10-19
2021,10,20,26.1,17.6,1.5,92,2021-10-20
2021,10,21,26.2,17.7,33.7,95,2021-10-21
2021,10,22,27,17.9,7.7,94,2021-10-22
2021,10,23,27.9,18.7,25.4,95,2021-10-23
2021,10,24,26.7,17.4,6.9,94,2021-10-24
2021,10,25,29.2,18.2,19.2,95,2021-10-25
2021,10,26,28.4,19,0.7,93,2021-10-26
2021,10,27,29,18.5,4.5,92,2021-10-27
2021,10,28,26.7,19.2,5.4,95,2021-10-28
2021,10,29,28.9,19,13.2,94,2021-10-29
2021,10,30,27.5,17.3,9.6,95,2021-10-30
2021,10,31,26.6,19,47.1,97,2021-10-31
2021,11,1,26.6,18.1,2.8,95,2021-11-01
2021,11,2,26.8,19,22.4,97,2021-11-02
2021,11,3,26.5,18.4,5.1,93,2021-11-03
2021,11,4,27.5,17.8,NA,94,2021-11-04
2021,11,5,27.1,18.7,NA,96,2021-11-05
2021,11,6,27.1,-9,NA,95,2021-11-06
2021,11,7,27.7,18.2,NA,97,2021-11-07
2021,11,8,27.2,18.8,NA,92,2021-11-08
2021,11,9,27.6,18.2,NA,95,2021-11-09
2021,11,10,NA,NA,NA,95,2021-11-10
2021,11,11,26.4,17.8,NA,95,2021-11-11
2021,11,12,27.5,17.5,NA,93,2021-11-12
2021,11,13,27.5,18.9,NA,91,2021-11-13
2021,11,14,27.3,17.4,NA,92,2021-11-14
2021,11,15,26.8,18.6,NA,93,2021-11-15
2021,11,16,27.1,18.7,0.9,93,2021-11-16
2021,11,17,23.8,18.3,0.3,94,2021-11-17
2021,11,18,26.3,18.3,13.5,94,2021-11-18
2021,11,19,25.9,17,7,91,2021-11-19
2021,11,20,26.7,17.1,42.8,93,2021-11-20
2021,11,21,27.1,18.7,9.4,96,2021-11-21
2021,11,22,24.8,17.9,8.8,96,2021-11-22
2021,11,23,26.1,18.6,1,95,2021-11-23
2021,11,24,23.5,17.7,12.7,95,2021-11-24
2021,11,25,25.9,17.9,28.3,95,2021-11-25
2021,11,26,26.8,17.2,0.5,92,2021-11-26
2021,11,27,26.2,16.6,0.3,93,2021-11-27
2021,11,28,25.5,17.8,1.3,93,2021-11-28
2021,11,29,27.2,18.6,9.9,97,2021-11-29
2021,11,30,26.1,18.8,0.2,93,2021-11-30
2021,11,31,NA,NA,NA,NA,NA
2021,12,1,25.9,18.3,0.5,94,2021-12-01
2021,12,2,26.2,17.1,0,92,2021-12-02
2021,12,3,27.2,17,20.3,93,2021-12-03
2021,12,4,26.2,18.1,2.5,94,2021-12-04
2021,12,5,26.7,17.5,17.4,93,2021-12-05
2021,12,6,27.4,18.8,0.1,93,2021-12-06
2021,12,7,27,16.4,0,89,2021-12-07
2021,12,8,27.2,17.4,0,88,2021-12-08
2021,12,9,28.5,17.3,0,81,2021-12-09
2021,12,10,28.8,16,0,85,2021-12-10
2021,12,11,28,16.8,1.9,91,2021-12-11
2021,12,12,28,17.7,0,91,2021-12-12
2021,12,13,26.9,17,2.6,92,2021-12-13
2021,12,14,26.2,17.1,39,92,2021-12-14
2021,12,15,26.9,17.6,2,93,2021-12-15
2021,12,16,25.2,17.5,0,94,2021-12-16
2021,12,17,27,18.3,1.9,94,2021-12-17
2021,12,18,27.3,18.8,1.2,94,2021-12-18
2021,12,19,26.8,17.9,1.4,93,2021-12-19
2021,12,20,27.4,18,17.9,94,2021-12-20
2021,12,21,27.7,19,4.6,99,2021-12-21
2021,12,22,22.1,17.2,19.9,95,2021-12-22
2021,12,23,26.7,17.5,9.3,93,2021-12-23
2021,12,24,27.2,18.6,22.1,95,2021-12-24
2021,12,25,26.4,18.3,0,91,2021-12-25
2021,12,26,27.6,17.4,21.5,93,2021-12-26
2021,12,27,27.6,17,3.8,92,2021-12-27
2021,12,28,26.7,17.5,7.1,91,2021-12-28
2021,12,29,27.1,18.3,0.8,92,2021-12-29
2021,12,30,27.2,18.1,6.8,91,2021-12-30
2021,12,31,28.7,17.8,1.1,92,2021-12-31
2022,1,1,27.5,16.8,0.2,89,2022-01-01
2022,1,2,27.4,17.9,3,90,2022-01-02
2022,1,3,27.7,18.3,3.2,92,2022-01-03
2022,1,4,27.8,17.1,2.3,85,2022-01-04
2022,1,5,28.5,16.7,0,87,2022-01-05
2022,1,6,26.7,16.9,0,87,2022-01-06
2022,1,7,27,16.9,0.4,88,2022-01-07
2022,1,8,27.7,15.8,4.4,90,2022-01-08
2022,1,9,27.4,16.3,2.9,86,2022-01-09
2022,1,10,27.3,16,0.2,88,2022-01-10
2022,1,11,27.4,15.7,0,88,2022-01-11
2022,1,12,27.2,15.6,3.3,89,2022-01-12
2022,1,13,27.1,15.9,2.1,88,2022-01-13
2022,1,14,28.5,15.7,0,87,2022-01-14
2022,1,15,26.8,17.3,0.4,90,2022-01-15
2022,1,16,27.5,16.9,0,87,2022-01-16
2022,1,17,28.3,16,0.1,86,2022-01-17
2022,1,18,28.3,15.9,0,80,2022-01-18
2022,1,19,29.6,16.6,0,84,2022-01-19
2022,1,20,29.6,16.6,0,86,2022-01-20
2022,1,21,28.4,17.8,6.6,90,2022-01-21
2022,1,22,28.4,17.2,0.1,90,2022-01-22
2022,1,23,27.7,16.4,0,84,2022-01-23
2022,1,24,28.9,16.5,0,84,2022-01-24
2022,1,25,28.5,16.3,0.2,83,2022-01-25
2022,1,26,29,16.7,0.1,85,2022-01-26
2022,1,27,28.8,17.8,0,85,2022-01-27
2022,1,28,27.5,17.9,16.4,89,2022-01-28
2022,1,29,29.3,16.9,0,81,2022-01-29
2022,1,30,28.9,16.5,0,79,2022-01-30
2022,1,31,28.6,15.2,0,84,2022-01-31
2022,2,1,27.6,15.6,0,85,2022-02-01
2022,2,2,28.1,15.5,0,85,2022-02-02
2022,2,3,28.1,16.2,0,86,2022-02-03
2022,2,4,28.2,16.5,0,84,2022-02-04
2022,2,5,29.1,17,0,76,2022-02-05
2022,2,6,29.5,16.2,1.7,88,2022-02-06
2022,2,7,27.8,16.9,18.2,88,2022-02-07
2022,2,8,28.6,17,0.2,88,2022-02-08
2022,2,9,28.8,16.3,0,88,2022-02-09
2022,2,10,28.1,17.8,2.7,90,2022-02-10
2022,2,11,27.4,17.9,0.2,85,2022-02-11
2022,2,12,28.9,16.5,0,87,2022-02-12
2022,2,13,29,16.7,0.3,88,2022-02-13
2022,2,14,27.3,16.8,6.6,88,2022-02-14
2022,2,15,29,17.6,4.8,87,2022-02-15
2022,2,16,28,17.3,0.1,76,2022-02-16
2022,2,17,29.5,16.1,0,83,2022-02-17
2022,2,18,27.9,17.1,8.6,86,2022-02-18
2022,2,19,28.8,16.3,0,70,2022-02-19
2022,2,20,28.5,15.2,0,61,2022-02-20
2022,2,21,30.5,14.5,0,60,2022-02-21
2022,2,22,30,14.6,0,64,2022-02-22
2022,2,23,28.9,15.6,0,83,2022-02-23
2022,2,24,28,15.3,0,80,2022-02-24
2022,2,25,28.5,15.8,0,81,2022-02-25
2022,2,26,28.4,15.9,0,76,2022-02-26
2022,2,27,28.6,14.5,0,71,2022-02-27
2022,2,28,29.7,16.4,0,84,2022-02-28
2022,2,29,NA,NA,NA,NA,NA
2022,2,30,NA,NA,NA,NA,NA
2022,2,31,NA,NA,NA,NA,NA
2022,3,1,28.3,16.3,0,86,2022-03-01
2022,3,2,28.9,16.6,0,82,2022-03-02
2022,3,3,27.5,17.5,14.7,89,2022-03-03
2022,3,4,27.7,17.2,0,69,2022-03-04
2022,3,5,27.7,16.1,0,72,2022-03-05
2022,3,6,28.9,16.7,0,89,2022-03-06
2022,3,7,27.5,16.7,5.9,87,2022-03-07
2022,3,8,29.5,16.5,0,86,2022-03-08
2022,3,9,28.8,16.7,0,85,2022-03-09
2022,3,10,29,16.7,5,86,2022-03-10
2022,3,11,28,16.5,22.1,89,2022-03-11
2022,3,12,28.5,18,0.9,87,2022-03-12
2022,3,13,28.8,16.3,0.5,82,2022-03-13
2022,3,14,27.9,17.8,4.8,90,2022-03-14
2022,3,15,27.9,17.6,11.1,90,2022-03-15
2022,3,16,27.4,16.7,21.2,88,2022-03-16
2022,3,17,28.8,17.1,0,87,2022-03-17
2022,3,18,30.1,17.7,26,91,2022-03-18
2022,3,19,29.4,17.9,0,85,2022-03-19
2022,3,20,27.7,17.4,0,81,2022-03-20
2022,3,21,28.5,17.3,0,83,2022-03-21
2022,3,22,29.6,17.2,1.9,87,2022-03-22
2022,3,23,30.1,18.7,24.3,90,2022-03-23
2022,3,24,29.3,18.8,0.8,87,2022-03-24
2022,3,25,29.9,17.9,2.6,86,2022-03-25
2022,3,26,30.5,18.3,18.9,90,2022-03-26
2022,3,27,28,17.2,4.1,88,2022-03-27
2022,3,28,30.1,17.6,0.4,87,2022-03-28
2022,3,29,28.8,18.3,0.2,86,2022-03-29
2022,3,30,31,18.8,3.8,93,2022-03-30
2022,3,31,28.7,17.6,76.9,91,2022-03-31
2022,4,1,28.7,18.3,1.6,91,2022-04-01
2022,4,2,28.6,18,15.3,92,2022-04-02
2022,4,3,27.8,19.4,0.4,91,2022-04-03
2022,4,4,28.5,18.9,29.3,94,2022-04-04
2022,4,5,28.5,17.7,0.4,92,2022-04-05
2022,4,6,27,17.8,0.3,90,2022-04-06
2022,4,7,28,17.4,10.9,88,2022-04-07
2022,4,8,28,18,10.7,94,2022-04-08
2022,4,9,28.2,17.4,4.2,94,2022-04-09
2022,4,10,26.5,18.2,2.3,90,2022-04-10
2022,4,11,26.6,17.8,0.1,86,2022-04-11
2022,4,12,29.4,17.2,16.1,84,2022-04-12
2022,4,13,29.6,18.6,0.2,89,2022-04-13
2022,4,14,29.3,18.3,32.1,94,2022-04-14
2022,4,15,27.8,19.3,6.9,88,2022-04-15
2022,4,16,29,19.5,22.5,94,2022-04-16
2022,4,17,29.4,19,19.5,91,2022-04-17
2022,4,18,28.7,18.2,17,92,2022-04-18
2022,4,19,26.5,16.9,0,88,2022-04-19
2022,4,20,26.1,17.3,0.5,93,2022-04-20
2022,4,21,25.6,16.7,1.9,88,2022-04-21
2022,4,22,27.9,18.2,10.1,92,2022-04-22
2022,4,23,26.8,16.9,2.7,90,2022-04-23
2022,4,24,26.9,16.8,30.1,92,2022-04-24
2022,4,25,27.6,17.6,4.4,93,2022-04-25
2022,4,26,25.9,17.1,32.1,92,2022-04-26
2022,4,27,28.2,17.1,50.1,94,2022-04-27
2022,4,28,28.2,17.3,11.1,92,2022-04-28
2022,4,29,27.9,17.4,10.5,95,2022-04-29
2022,4,30,26,18.1,6.8,95,2022-04-30
2022,4,31,NA,NA,NA,NA,NA
2022,5,1,25.7,18,34.3,95,2022-05-01
2022,5,2,27.1,17.9,40.7,90,2022-05-02
2022,5,3,28.1,17.7,5.4,89,2022-05-03
2022,5,4,29.6,19.9,55.2,97,2022-05-04
2022,5,5,27.8,17.9,12.6,94,2022-05-05
2022,5,6,25.4,18.7,6.3,93,2022-05-06
2022,5,7,28.2,17.9,0.6,89,2022-05-07
2022,5,8,28.8,18.1,7.1,92,2022-05-08
2022,5,9,28.6,19.6,25.1,95,2022-05-09
2022,5,10,27.8,18.5,18.5,93,2022-05-10
2022,5,11,28,17.8,17.2,93,2022-05-11
2022,5,12,28.9,17.7,10.6,93,2022-05-12
2022,5,13,27,18.3,20.4,95,2022-05-13
2022,5,14,28.1,17.9,30.2,94,2022-05-14
2022,5,15,28.1,17.5,12.7,92,2022-05-15
2022,5,16,28.6,17.8,47.2,96,2022-05-16
2022,5,17,26.2,18.5,2.4,96,2022-05-17
2022,5,18,25.4,18.3,35.5,97,2022-05-18
2022,5,19,25.5,17.4,49.9,96,2022-05-19
2022,5,20,26.7,17.5,9.2,96,2022-05-20
2022,5,21,23.9,17.8,6,92,2022-05-21
2022,5,22,28,19.3,2.7,92,2022-05-22
2022,5,23,28.2,19.3,1.3,96,2022-05-23
2022,5,24,28,18,1.8,95,2022-05-24
2022,5,25,25.8,18.6,13.8,97,2022-05-25
2022,5,26,24,17.8,18,94,2022-05-26
2022,5,27,28.8,18.3,0,94,2022-05-27
2022,5,28,25.6,18.7,0.8,93,2022-05-28
2022,5,29,28.8,18,34.1,94,2022-05-29
2022,5,30,27.2,17.4,0.1,88,2022-05-30
2022,5,31,26.9,18.6,3.1,92,2022-05-31
2022,6,1,28.5,17.6,22,96,2022-06-01
2022,6,2,27.6,17.9,18.9,96,2022-06-02
2022,6,3,27,17.1,11,93,2022-06-03
2022,6,4,28.2,18.1,25.4,92,2022-06-04
2022,6,5,28.7,18,1.3,94,2022-06-05
2022,6,6,26.8,17.6,23.5,95,2022-06-06
2022,6,7,25.2,17.6,23.4,97,2022-06-07
2022,6,8,24.4,17.3,12.3,98,2022-06-08
2022,6,9,22.8,16.7,2.6,93,2022-06-09
2022,6,10,25.7,17.7,0.1,91,2022-06-10
2022,6,11,27.7,17.7,69.8,93,2022-06-11
2022,6,12,27.5,17.8,42.1,95,2022-06-12
2022,6,13,23.9,16.9,37,92,2022-06-13
2022,6,14,27,17.2,0.6,92,2022-06-14
2022,6,15,25.7,17,NA,95,2022-06-15
2022,6,16,25,17.6,NA,91,2022-06-16
2022,6,17,27.6,17.6,NA,94,2022-06-17
2022,6,18,25.2,18.5,NA,96,2022-06-18
2022,6,19,27.1,16.8,NA,97,2022-06-19
2022,6,20,26.3,17,NA,92,2022-06-20
2022,6,21,26.8,18.8,NA,96,2022-06-21
2022,6,22,28.3,17.3,NA,96,2022-06-22
2022,6,23,25.6,17.5,NA,94,2022-06-23
2022,6,24,27.3,16.5,NA,93,2022-06-24
2022,6,25,25.2,17.1,NA,92,2022-06-25
2022,6,26,26.9,17.2,NA,96,2022-06-26
2022,6,27,24.6,17.6,NA,93,2022-06-27
2022,6,28,25.4,17.6,NA,95,2022-06-28
2022,6,29,25.5,17.3,NA,94,2022-06-29
2022,6,30,26.5,18.8,NA,97,2022-06-30
2022,6,31,NA,NA,NA,NA,NA
2022,7,1,25.2,18.6,NA,97,2022-07-01
2022,7,2,25.8,18.4,NA,96,2022-07-02
2022,7,3,26.3,17.4,NA,92,2022-07-03
2022,7,4,27.5,16.8,NA,95,2022-07-04
2022,7,5,24.9,18,NA,93,2022-07-05
2022,7,6,26.3,18.8,NA,95,2022-07-06
2022,7,7,28.5,17.9,NA,93,2022-07-07
2022,7,8,26.1,19,NA,93,2022-07-08
2022,7,9,27.3,-9,NA,96,2022-07-09
2022,7,10,26.4,16.9,NA,92,2022-07-10
2022,7,11,26.1,17.1,NA,93,2022-07-11
2022,7,12,26,17.7,NA,96,2022-07-12
2022,7,13,21.2,18,NA,96,2022-07-13
2022,7,14,27.3,17.8,NA,93,2022-07-14
2022,7,15,27.6,18,NA,93,2022-07-15
2022,7,16,27.2,18.5,NA,91,2022-07-16
2022,7,17,27.9,17.1,NA,92,2022-07-17
2022,7,18,27,19.1,NA,95,2022-07-18
2022,7,19,27.5,18.6,NA,92,2022-07-19
2022,7,20,28.5,19.2,NA,95,2022-07-20
2022,7,21,27,19.2,NA,98,2022-07-21
2022,7,22,26,17.6,NA,96,2022-07-22
2022,7,23,27,17,NA,91,2022-07-23
2022,7,24,27.1,19.1,NA,93,2022-07-24
2022,7,25,27,16.6,NA,91,2022-07-25
2022,7,26,27.7,17.2,NA,94,2022-07-26
2022,7,27,24.6,16.9,NA,94,2022-07-27
2022,7,28,26.8,17.4,NA,95,2022-07-28
2022,7,29,26.7,16.7,NA,90,2022-07-29
2022,7,30,27.6,19.1,NA,92,2022-07-30
2022,7,31,27.8,18.7,NA,89,2022-07-31
2022,8,1,28.7,17.7,NA,93,2022-08-01
2022,8,2,26.7,18.6,NA,98,2022-08-02
2022,8,3,23.6,18,NA,97,2022-08-03
2022,8,4,25.8,17.9,NA,95,2022-08-04
2022,8,5,26.9,17,NA,96,2022-08-05
2022,8,6,26.5,18.6,NA,97,2022-08-06
2022,8,7,25.3,17.3,NA,93,2022-08-07
2022,8,8,27.7,19.1,NA,95,2022-08-08
2022,8,9,28.2,19.1,NA,94,2022-08-09
2022,8,10,28.6,17.6,NA,92,2022-08-10
2022,8,11,25.8,19.3,NA,98,2022-08-11
2022,8,12,24.5,18,NA,96,2022-08-12
2022,8,13,25.2,18,NA,95,2022-08-13
2022,8,14,27.7,18.3,NA,94,2022-08-14
2022,8,15,28.7,17.2,NA,95,2022-08-15
2022,8,16,25.9,17.1,NA,91,2022-08-16
2022,8,17,28.3,17.7,NA,94,2022-08-17
2022,8,18,27.6,17.3,NA,92,2022-08-18
2022,8,19,27.4,19.1,NA,90,2022-08-19
2022,8,20,28.9,18.5,NA,93,2022-08-20
2022,8,21,28.1,18.7,NA,94,2022-08-21
2022,8,22,27.4,18.3,NA,93,2022-08-22
2022,8,23,26.4,17.9,NA,95,2022-08-23
2022,8,24,25.4,17.8,NA,94,2022-08-24
2022,8,25,27.2,16.9,NA,93,2022-08-25
2022,8,26,27.3,17.6,NA,93,2022-08-26
2022,8,27,27.4,16.7,NA,91,2022-08-27
2022,8,28,27.7,17.7,NA,96,2022-08-28
2022,8,29,27.7,16.7,NA,92,2022-08-29
2022,8,30,26.4,17.4,5.9,95,2022-08-30
2022,8,31,29.2,16.9,24,93,2022-08-31
2022,9,1,28.2,16.1,32.6,91,2022-09-01
2022,9,2,27,16.6,9.2,91,2022-09-02
2022,9,3,28.1,18.1,19.9,97,2022-09-03
2022,9,4,25.4,17.1,17.6,92,2022-09-04
2022,9,5,26.3,18.3,0.5,95,2022-09-05
2022,9,6,25.2,18,7.1,96,2022-09-06
2022,9,7,27.5,17.4,9.3,95,2022-09-07
2022,9,8,27,17.3,28.2,96,2022-09-08
2022,9,9,26,16.8,38.5,93,2022-09-09
2022,9,10,28.6,17.5,33.5,96,2022-09-10
2022,9,11,27.3,17.7,22.9,95,2022-09-11
2022,9,12,26,17.7,23.9,89,2022-09-12
2022,9,13,27.5,19,9,96,2022-09-13
2022,9,14,24.8,16.9,1.7,89,2022-09-14
2022,9,15,26.5,17.3,3.4,92,2022-09-15
2022,9,16,27.6,17.6,42.7,95,2022-09-16
2022,9,17,27.6,17.1,22.1,95,2022-09-17
2022,9,18,26.3,17.8,8.3,93,2022-09-18
2022,9,19,27.6,17.6,32.4,94,2022-09-19
2022,9,20,28.9,17.3,12.3,94,2022-09-20
2022,9,21,27.6,17.7,34.1,96,2022-09-21
2022,9,22,25.6,17.4,4.2,93,2022-09-22
2022,9,23,27.9,-9,13.8,94,2022-09-23
2022,9,24,29.2,18.6,7,94,2022-09-24
2022,9,25,27.8,17.3,8.1,92,2022-09-25
2022,9,26,27.9,18.1,35.4,96,2022-09-26
2022,9,27,27.1,18,5.9,96,2022-09-27
2022,9,28,24.1,17.1,13.1,95,2022-09-28
2022,9,29,27.6,17.4,17.8,95,2022-09-29
2022,9,30,27.7,16.5,19.9,94,2022-09-30
2022,9,31,NA,NA,NA,NA,NA
2022,10,1,26.7,16.9,10.4,96,2022-10-01
2022,10,2,23.2,17.3,1.1,94,2022-10-02
2022,10,3,26.3,18.9,33.7,95,2022-10-03
2022,10,4,27.6,17.3,1.8,93,2022-10-04
2022,10,5,27.5,18.5,15.3,95,2022-10-05
2022,10,6,26.4,17.9,0.1,96,2022-10-06
2022,10,7,24.8,18,1.1,98,2022-10-07
2022,10,8,23.1,18.1,58.1,95,2022-10-08
2022,10,9,25.2,18,178.3,100,2022-10-09
2022,10,10,21.1,16.4,1.1,94,2022-10-10
2022,10,11,26.1,18.6,22.4,95,2022-10-11
2022,10,12,26.6,18.6,40.1,97,2022-10-12
2022,10,13,27.7,16.7,1.9,94,2022-10-13
2022,10,14,27.5,18.2,41.3,98,2022-10-14
2022,10,15,26.3,17.8,42.2,96,2022-10-15
2022,10,16,28.3,18.5,20,96,2022-10-16
2022,10,17,25.4,18.6,20.2,98,2022-10-17
2022,10,18,25.2,16.9,46.4,96,2022-10-18
2022,10,19,26.4,17.5,0.4,92,2022-10-19
2022,10,20,24.7,17.7,3.1,94,2022-10-20
2022,10,21,28.3,18.1,22.3,96,2022-10-21
2022,10,22,26.3,17.6,20.9,96,2022-10-22
2022,10,23,27.7,17.5,29.4,96,2022-10-23
2022,10,24,26.6,18.3,66.3,98,2022-10-24
2022,10,25,24.6,18.2,42.7,95,2022-10-25
2022,10,26,26.8,19,0.4,90,2022-10-26
2022,10,27,28,17,0,90,2022-10-27
2022,10,28,27.4,17,15.5,93,2022-10-28
2022,10,29,26.4,18.2,44.9,95,2022-10-29
2022,10,30,26.3,16.7,9.2,93,2022-10-30
2022,10,31,24.3,18.1,11.2,95,2022-10-31
2022,11,1,26.2,18,34.8,95,2022-11-01
2022,11,2,27,18.8,0.1,94,2022-11-02
2022,11,3,27.1,18.7,0,95,2022-11-03
2022,11,4,24.1,18.7,31.6,97,2022-11-04
2022,11,5,25.4,17.9,35.2,98,2022-11-05
2022,11,6,24,17.5,23.3,98,2022-11-06
2022,11,7,24,18,30.2,99,2022-11-07
2022,11,8,22.7,17.8,51.5,97,2022-11-08
2022,11,9,26.2,18.2,5.4,96,2022-11-09
2022,11,10,23.7,17.4,0.7,95,2022-11-10
2022,11,11,25.1,18.4,28.1,98,2022-11-11
2022,11,12,24.7,18.1,7.3,97,2022-11-12
2022,11,13,25.8,18.3,4.4,94,2022-11-13
2022,11,14,26.4,17,1.3,95,2022-11-14
2022,11,15,27.1,17.4,30.9,96,2022-11-15
2022,11,16,26,18.9,11.4,96,2022-11-16
2022,11,17,26.4,18.6,3.1,95,2022-11-17
2022,11,18,27.4,18.2,1,96,2022-11-18
2022,11,19,25.2,17.4,1.9,95,2022-11-19
2022,11,20,24.9,17.9,12.5,95,2022-11-20
2022,11,21,26.4,18.2,42.1,96,2022-11-21
2022,11,22,25.5,17.5,1,92,2022-11-22
2022,11,23,29.4,16.7,9.9,94,2022-11-23
2022,11,24,26.5,18.2,28.8,96,2022-11-24
2022,11,25,26,16.7,4.6,95,2022-11-25
2022,11,26,26.4,18.4,16.8,97,2022-11-26
2022,11,27,25.8,17.5,5.6,95,2022-11-27
2022,11,28,26.2,17.4,29.8,97,2022-11-28
2022,11,29,26.7,17.2,1.3,95,2022-11-29
2022,11,30,25.2,17.9,22.5,98,2022-11-30
2022,11,31,NA,NA,NA,NA,NA
2022,12,1,23.9,17.3,2.8,95,2022-12-01
2022,12,2,26.9,14.9,0.1,86,2022-12-02
2022,12,3,27.1,16.2,0.3,87,2022-12-03
2022,12,4,27.4,15.7,10.2,94,2022-12-04
2022,12,5,27,15.9,3,91,2022-12-05
2022,12,6,25.7,15.2,0.1,90,2022-12-06
2022,12,7,26.1,16,0.2,91,2022-12-07
2022,12,8,26.8,16.4,0,89,2022-12-08
2022,12,9,26.5,15.9,0.2,90,2022-12-09
2022,12,10,25.7,16.3,7.2,92,2022-12-10
2022,12,11,26.2,16.7,48.7,93,2022-12-11
2022,12,12,27.1,17.7,16.7,92,2022-12-12
2022,12,13,28.7,16.7,0.4,92,2022-12-13
2022,12,14,26.1,16.8,0,92,2022-12-14
2022,12,15,26.3,16.9,1.4,91,2022-12-15
2022,12,16,27.2,17.6,6,95,2022-12-16
2022,12,17,27.6,17.8,11.8,94,2022-12-17
2022,12,18,27.5,18.2,0.1,83,2022-12-18
2022,12,19,27.5,16.1,4.2,89,2022-12-19
2022,12,20,26.3,15.6,0.1,88,2022-12-20
2022,12,21,27.5,16.9,0,86,2022-12-21
2022,12,22,28.5,16.6,2.4,93,2022-12-22
2022,12,23,25.8,18,1.9,89,2022-12-23
2022,12,24,27.9,16.2,0,82,2022-12-24
2022,12,25,27.7,16.9,0,83,2022-12-25
2022,12,26,28.8,16.2,0.9,89,2022-12-26
2022,12,27,26.9,17,9.4,93,2022-12-27
2022,12,28,26.7,16.7,13.3,91,2022-12-28
2022,12,29,27.4,17,3.8,93,2022-12-29
2022,12,30,27,18.8,7.4,94,2022-12-30
2022,12,31,27.2,16.9,2.9,91,2022-12-31
2023,1,1,27.7,17,2.6,91,2023-01-01
